pH,Salinity,CO3,HCO3,Alkalinity,Hardness,Ca:Mg Ratio,Dissolved Oxygen,Suitable
7.92,12.55,0.0,148.59,148.59,2636.61,0.31,5.68,True
7.34,22.14,0.0,183.3,183.3,1708.82,0.3,2.79,False
7.72,7.43,0.0,116.97,116.97,1283.62,0.27,6.78,False
7.83,5.81,0.0,147.9,147.9,952.55,0.33,3.93,False
7.79,17.44,0.0,161.69,161.69,2841.63,0.31,4.88,True
8.4,15.26,104.41,0.58,104.99,3826.0,0.27,7.22,True
7.89,23.21,0.0,187.7,187.7,4655.77,0.27,3.13,False
7.82,18.98,0.0,183.68,183.68,2668.83,0.26,7.16,True
8.46,11.46,78.6,110.22,188.82,3256.94,0.25,4.95,True
7.49,18.49,0.0,107.41,107.41,5253.39,0.28,7.15,False
8.24,18.84,167.62,5.01,172.63,2290.53,0.3,4.08,True
7.82,24.31,0.0,141.62,141.62,5524.81,0.3,3.82,False
8.38,12.96,183.5,7.5,191.0,4934.19,0.25,5.58,True
7.91,16.02,0.0,197.1,197.1,2254.95,0.33,6.59,True
7.95,12.4,0.0,122.15,122.15,1765.81,0.32,5.6,True
8.26,10.77,79.03,14.01,93.04,5835.41,0.32,2.84,False
8.15,16.5,0.0,127.65,127.65,2281.57,0.28,3.66,False
8.85,6.4,96.29,44.39,140.68,5952.78,0.33,5.59,False
8.89,17.76,181.8,6.89,188.69,5586.95,0.3,3.51,False
8.38,14.29,196.51,2.77,199.28,4755.74,0.32,4.17,True
8.48,13.86,126.09,52.88,178.97,4327.18,0.3,5.28,True
8.34,18.2,29.82,73.43,103.25,2902.78,0.28,7.9,True
7.88,13.89,0.0,111.69,111.69,3568.09,0.3,7.56,True
7.69,10.48,0.0,160.12,160.12,2354.41,0.28,6.19,True
7.67,11.4,0.0,176.3,176.3,2179.79,0.3,7.46,True
7.21,15.93,0.0,140.83,140.83,4862.97,0.26,4.18,False
7.58,15.76,0.0,108.16,108.16,3877.53,0.29,4.94,True
8.96,11.3,59.13,0.93,60.06,4479.27,0.32,6.69,False
7.96,14.11,0.0,182.58,182.58,2531.54,0.29,4.21,True
8.18,22.63,0.0,141.19,141.19,4092.35,0.26,4.95,False
7.95,16.42,0.0,151.43,151.43,3709.84,0.26,7.69,True
8.28,8.32,194.16,2.76,196.92,2582.06,0.3,4.37,False
7.8,12.43,0.0,102.22,102.22,1390.48,0.29,6.51,True
7.53,14.31,0.0,141.11,141.11,3824.25,0.31,6.08,True
7.95,11.82,0.0,156.89,156.89,1719.11,0.3,4.61,True
8.82,13.17,35.43,21.01,56.44,2216.59,0.31,7.11,False
7.36,11.53,0.0,189.31,189.31,2849.71,0.27,2.51,False
7.15,5.98,0.0,121.05,121.05,5581.48,0.28,6.69,False
8.59,14.17,34.11,151.53,185.64,3921.33,0.31,4.28,False
8.66,19.57,69.41,19.75,89.16,2075.99,0.29,5.36,False
7.59,18.43,0.0,156.07,156.07,3289.81,0.29,4.84,True
7.17,11.03,0.0,128.79,128.79,2875.14,0.26,6.88,False
8.74,21.03,178.48,16.34,194.82,5584.55,0.3,6.13,False
7.41,19.94,0.0,146.18,146.18,4296.76,0.31,2.76,False
8.1,18.54,0.0,141.87,141.87,3481.63,0.26,3.15,False
8.08,11.1,0.0,176.52,176.52,3088.26,0.27,7.3,True
8.2,24.72,109.37,87.41,196.78,4397.73,0.3,7.28,False
7.26,18.92,0.0,183.69,183.69,1353.66,0.27,7.67,False
7.46,6.6,0.0,152.46,152.46,1090.47,0.32,6.03,False
7.86,5.6,0.0,181.83,181.83,2429.71,0.25,6.61,False
8.7,8.82,101.41,46.17,147.57999999999998,3023.74,0.31,4.73,False
7.49,17.27,0.0,137.06,137.06,5885.98,0.27,6.11,False
7.4,14.88,0.0,140.58,140.58,2925.33,0.31,4.84,False
7.83,16.22,0.0,104.15,104.15,1031.19,0.26,6.15,True
7.97,7.41,0.0,148.76,148.76,528.36,0.33,5.42,False
7.63,10.51,0.0,143.56,143.56,2647.09,0.32,7.69,True
8.08,12.67,0.0,174.37,174.37,2098.44,0.28,7.1,True
8.22,10.98,15.85,156.97,172.82,5062.5,0.25,4.46,False
8.37,10.21,69.99,32.42,102.41,4513.91,0.3,4.78,True
8.07,9.4,0.0,158.32,158.32,5625.51,0.27,7.15,False
7.04,19.19,0.0,123.11,123.11,2678.51,0.26,4.76,False
8.43,9.6,93.68,33.42,127.10000000000001,2020.7,0.32,7.82,False
7.21,16.61,0.0,153.66,153.66,2203.85,0.29,5.24,False
7.21,22.08,0.0,142.07,142.07,2782.67,0.3,4.43,False
8.93,7.51,182.11,2.57,184.68,2874.9,0.33,3.69,False
7.75,14.33,0.0,195.29,195.29,3344.47,0.27,7.63,True
7.52,16.77,0.0,199.52,199.52,3927.64,0.31,5.68,True
7.5,14.69,0.0,101.83,101.83,1103.49,0.31,5.94,True
8.54,24.11,56.7,119.41,176.11,5150.69,0.28,5.2,False
7.01,24.86,0.0,178.47,178.47,1396.12,0.3,4.1,False
8.14,16.4,0.0,170.13,170.13,2194.76,0.29,5.79,True
8.26,24.25,141.72,18.06,159.78,2558.42,0.29,3.98,False
8.87,18.28,126.38,49.1,175.48,4364.26,0.29,3.67,False
7.49,7.52,0.0,147.94,147.94,5556.69,0.29,5.4,False
7.86,15.8,0.0,146.08,146.08,4023.25,0.33,5.1,True
7.83,10.14,0.0,155.91,155.91,1329.64,0.28,6.09,True
7.69,12.5,0.0,193.93,193.93,5390.63,0.3,2.85,False
8.17,17.44,0.0,112.38,112.38,4526.26,0.32,4.06,True
7.52,16.68,0.0,112.61,112.61,3645.07,0.28,5.16,True
7.13,20.77,0.0,170.09,170.09,3375.93,0.31,5.94,False
8.35,11.72,36.02,96.84,132.86,2582.03,0.25,6.4,True
7.49,17.62,0.0,179.39,179.39,3723.17,0.3,5.33,False
7.74,12.7,0.0,159.17,159.17,1547.67,0.3,7.66,True
7.77,16.32,0.0,120.84,120.84,2477.59,0.28,4.14,True
7.31,5.51,0.0,150.63,150.63,3900.55,0.26,2.1,False
7.61,16.2,0.0,116.18,116.18,4131.52,0.29,5.59,True
8.03,16.09,0.0,146.75,146.75,843.17,0.32,2.8,False
7.86,11.09,0.0,131.1,131.1,1875.83,0.28,6.22,True
8.53,10.0,46.19,143.08,189.27,668.89,0.33,3.36,False
8.24,19.66,99.53,57.27,156.8,887.07,0.33,6.35,False
8.12,15.81,0.0,189.45,189.45,3836.88,0.3,7.74,True
7.98,17.58,0.0,126.71,126.71,1237.31,0.31,6.72,True
8.44,7.81,130.51,20.29,150.79999999999998,922.7,0.33,2.26,False
7.21,9.1,0.0,144.44,144.44,5263.6,0.3,3.75,False
8.52,8.76,193.66,1.06,194.72,3228.03,0.3,3.45,False
7.46,20.86,0.0,103.13,103.13,1582.64,0.33,5.28,False
8.57,13.64,100.56,16.24,116.8,1215.85,0.29,6.46,False
7.83,13.28,0.0,164.15,164.15,4317.05,0.3,7.71,True
7.75,15.1,0.0,110.94,110.94,3487.03,0.29,4.5,True
7.61,13.31,0.0,142.02,142.02,2731.29,0.31,5.31,True
7.48,19.15,0.0,101.46,101.46,5302.33,0.31,7.45,False
7.9,21.91,0.0,177.57,177.57,5297.44,0.26,2.47,False
8.9,20.71,35.25,46.65,81.9,1661.28,0.32,5.22,False
7.72,20.61,0.0,184.61,184.61,4474.92,0.26,7.34,False
8.69,20.6,128.41,49.08,177.49,2734.82,0.32,6.98,False
8.09,13.41,0.0,102.02,102.02,2192.96,0.31,6.2,True
8.22,14.53,32.14,123.43,155.57,4946.84,0.33,4.59,True
7.53,16.27,0.0,135.36,135.36,1403.96,0.28,7.37,True
7.78,7.73,0.0,107.52,107.52,5457.81,0.31,5.53,False
7.95,23.12,0.0,152.63,152.63,1824.08,0.29,4.37,False
8.34,19.24,185.88,0.08,185.96,4305.81,0.3,6.6,True
7.75,22.97,0.0,114.14,114.14,5920.08,0.27,2.3,False
8.83,24.73,91.35,38.34,129.69,5587.57,0.33,4.12,False
7.56,16.3,0.0,149.3,149.3,1848.48,0.27,4.54,True
8.49,5.35,148.53,25.74,174.27,2387.18,0.33,3.55,False
8.3,16.64,1.49,179.85,181.34,3203.36,0.28,6.28,True
8.42,10.66,119.21,73.47,192.68,3869.31,0.25,4.27,True
8.85,22.58,96.41,0.33,96.74,3008.13,0.33,3.67,False
7.79,8.89,0.0,137.95,137.95,4946.72,0.3,6.65,False
7.89,12.33,0.0,199.34,199.34,1025.87,0.31,6.59,True
7.56,5.4,0.0,140.94,140.94,4208.49,0.3,2.58,False
7.76,7.56,0.0,144.74,144.74,5644.37,0.33,5.24,False
8.48,10.1,184.2,4.62,188.82,4317.94,0.26,7.25,True
8.07,8.77,0.0,193.85,193.85,4282.79,0.3,7.31,False
7.74,12.19,0.0,103.11,103.11,2496.46,0.33,6.55,True
7.03,10.28,0.0,120.48,120.48,3532.5,0.32,2.35,False
7.52,21.68,0.0,198.16,198.16,642.51,0.29,2.43,False
7.71,17.27,0.0,157.67,157.67,2639.71,0.25,5.36,True
8.16,12.71,0.0,181.52,181.52,652.1,0.29,7.54,False
8.3,10.29,110.5,57.18,167.68,3087.45,0.31,4.89,True
7.45,15.68,0.0,182.92,182.92,1987.6,0.3,7.29,False
8.94,16.23,3.46,118.42,121.88,3169.96,0.32,2.54,False
8.17,15.34,0.0,159.04,159.04,1599.28,0.29,2.91,False
8.64,19.83,129.63,23.63,153.26,4874.77,0.26,3.38,False
7.81,16.43,0.0,178.07,178.07,4561.22,0.29,4.34,True
7.73,14.51,0.0,162.71,162.71,1237.8,0.28,5.76,True
8.41,17.85,100.85,14.07,114.91999999999999,2263.45,0.25,5.46,True
7.32,24.49,0.0,161.03,161.03,3977.79,0.27,2.04,False
7.66,13.19,0.0,164.4,164.4,1158.25,0.3,7.9,True
7.97,11.32,0.0,143.42,143.42,1464.81,0.29,7.32,True
7.92,19.39,0.0,114.0,114.0,3557.68,0.3,5.5,True
8.35,16.56,39.37,135.68,175.05,5863.96,0.26,7.77,False
7.91,7.44,0.0,154.44,154.44,2617.42,0.31,4.88,False
7.71,13.88,0.0,166.13,166.13,1939.24,0.26,4.37,True
7.94,11.17,0.0,195.84,195.84,3274.69,0.29,5.43,True
7.1,21.0,0.0,162.39,162.39,3381.87,0.29,6.49,False
7.55,16.18,0.0,125.13,125.13,4264.85,0.31,3.64,False
7.65,16.47,0.0,113.56,113.56,2151.82,0.26,6.73,True
7.01,23.24,0.0,182.0,182.0,5090.84,0.27,4.31,False
7.89,17.49,0.0,149.84,149.84,4006.41,0.29,7.91,True
8.46,14.69,124.86,64.4,189.26,4367.97,0.32,5.9,True
8.2,17.83,103.73,48.59,152.32,4358.8,0.33,5.84,True
8.93,15.52,75.7,43.67,119.37,1697.05,0.32,5.06,False
7.57,11.11,0.0,138.63,138.63,4922.36,0.3,5.14,True
7.11,24.54,0.0,173.31,173.31,3525.38,0.3,5.21,False
7.54,10.98,0.0,111.67,111.67,3072.03,0.27,4.68,True
8.35,6.07,126.74,13.16,139.9,2531.3,0.25,6.42,False
7.57,24.93,0.0,199.21,199.21,3797.23,0.26,6.0,False
8.97,17.27,82.09,12.53,94.62,1168.2,0.26,6.78,False
7.03,19.83,0.0,188.83,188.83,2681.09,0.32,4.24,False
8.1,16.28,0.0,170.92,170.92,1446.8,0.3,6.08,True
8.05,15.24,0.0,182.59,182.59,1468.13,0.3,6.89,True
8.59,24.07,29.53,157.16,186.69,3863.97,0.29,7.58,False
8.4,16.51,128.55,5.59,134.14000000000001,3192.02,0.31,5.21,True
7.74,14.24,0.0,168.97,168.97,1363.27,0.32,4.79,True
7.02,19.2,0.0,112.9,112.9,1958.11,0.29,4.82,False
8.21,21.04,144.96,5.6,150.56,1157.25,0.33,5.84,False
8.28,11.17,43.83,76.28,120.11,3527.86,0.33,5.0,True
7.64,17.0,0.0,186.41,186.41,3604.3,0.33,6.74,True
7.51,17.95,0.0,116.02,116.02,851.15,0.28,2.37,False
7.54,12.2,0.0,152.28,152.28,3660.68,0.29,4.55,True
8.07,20.98,0.0,167.0,167.0,943.3,0.28,7.8,False
7.17,15.18,0.0,112.05,112.05,5888.07,0.33,5.62,False
7.8,13.71,0.0,132.02,132.02,4892.35,0.28,2.25,False
8.18,20.71,0.0,173.84,173.84,5888.57,0.3,3.57,False
7.21,20.67,0.0,142.23,142.23,2210.26,0.31,3.41,False
7.09,6.74,0.0,142.3,142.3,1773.53,0.28,4.37,False
7.91,10.95,0.0,186.72,186.72,3850.4,0.27,4.39,True
8.26,22.26,163.94,10.18,174.12,3541.22,0.33,7.98,False
8.31,16.84,101.56,58.15,159.71,4064.34,0.32,2.64,False
7.78,15.32,0.0,171.22,171.22,3277.05,0.32,7.42,True
8.04,21.08,0.0,107.69,107.69,2989.93,0.27,7.49,False
7.96,19.57,0.0,136.32,136.32,2168.89,0.27,4.81,True
8.01,7.81,0.0,151.98,151.98,5840.74,0.31,5.62,False
8.94,20.52,1.73,42.72,44.449999999999996,3246.97,0.26,3.41,False
8.32,14.11,88.42,38.53,126.95,4335.08,0.33,4.25,True
8.93,24.23,190.61,8.2,198.81,3068.66,0.25,5.43,False
8.14,16.88,0.0,110.59,110.59,3901.34,0.29,6.01,True
8.42,8.98,181.77,8.91,190.68,5225.95,0.29,3.52,False
7.74,17.51,0.0,135.4,135.4,1990.28,0.29,7.42,True
7.31,8.58,0.0,164.97,164.97,1314.8,0.26,5.72,False
7.21,21.69,0.0,122.22,122.22,1343.94,0.27,6.87,False
8.34,16.01,156.79,10.99,167.78,3734.83,0.33,7.14,True
8.32,15.12,151.8,26.99,178.79000000000002,692.41,0.29,4.29,False
7.88,13.22,0.0,163.44,163.44,1407.18,0.27,5.44,True
7.77,24.07,0.0,160.8,160.8,5977.31,0.32,2.81,False
7.85,18.11,0.0,138.37,138.37,1149.68,0.26,7.95,True
8.09,11.15,0.0,140.37,140.37,2596.82,0.26,4.08,True
7.6,11.27,0.0,155.73,155.73,3701.48,0.33,7.83,True
7.18,19.95,0.0,137.06,137.06,5318.75,0.31,6.29,False
7.72,19.65,0.0,136.63,136.63,3032.53,0.25,6.62,True
7.63,22.13,0.0,114.53,114.53,1399.35,0.29,6.97,False
7.31,21.16,0.0,153.01,153.01,5785.63,0.27,6.35,False
8.6,11.73,3.86,40.26,44.12,3044.93,0.29,5.16,False
7.69,22.73,0.0,112.02,112.02,4523.71,0.28,2.83,False
7.87,17.09,0.0,107.68,107.68,4601.62,0.31,6.87,True
7.54,12.25,0.0,140.59,140.59,4960.49,0.33,5.4,True
7.59,21.87,0.0,109.3,109.3,5376.85,0.3,7.44,False
8.13,12.15,0.0,166.34,166.34,3624.68,0.27,5.16,True
7.69,17.15,0.0,199.23,199.23,551.26,0.27,6.72,False
7.51,13.18,0.0,122.66,122.66,2623.05,0.26,7.46,True
8.2,24.74,102.27,32.37,134.64,5483.76,0.26,3.48,False
7.54,24.84,0.0,135.55,135.55,3912.3,0.3,5.55,False
7.77,18.92,0.0,145.71,145.71,5225.51,0.27,3.26,False
7.55,14.78,0.0,109.45,109.45,2248.48,0.33,7.05,True
8.53,13.27,118.22,0.36,118.58,4548.97,0.26,5.4,False
8.32,15.62,116.43,8.15,124.58000000000001,1443.27,0.3,5.08,True
8.39,17.41,189.68,4.77,194.45000000000002,1172.25,0.32,6.65,True
8.19,12.68,0.0,137.24,137.24,3990.08,0.31,4.48,True
8.25,14.96,46.45,144.89,191.33999999999997,1016.86,0.26,4.49,True
7.79,12.79,0.0,186.36,186.36,3728.28,0.25,4.76,True
8.49,10.33,191.53,6.82,198.35,1349.34,0.31,5.18,True
7.6,13.62,0.0,115.6,115.6,3251.78,0.29,5.23,True
8.72,7.43,65.52,8.4,73.92,2848.82,0.28,6.45,False
8.41,18.46,121.35,54.97,176.32,3347.87,0.29,4.77,True
7.76,11.09,0.0,131.39,131.39,3736.57,0.3,6.58,True
7.13,12.15,0.0,170.79,170.79,926.19,0.28,7.47,False
8.46,12.88,126.99,57.25,184.24,2035.75,0.31,7.1,True
8.18,19.08,0.0,184.39,184.39,4329.64,0.32,6.16,True
8.38,11.86,122.65,49.67,172.32,2787.88,0.28,6.31,True
8.31,17.34,19.57,146.9,166.47,3876.39,0.26,6.73,True
8.37,12.0,163.79,0.63,164.42,2057.21,0.26,4.03,True
7.78,19.06,0.0,158.47,158.47,2529.76,0.33,6.11,True
7.81,14.19,0.0,133.59,133.59,4159.32,0.3,7.64,True
8.8,10.5,46.05,107.91,153.95999999999998,2216.35,0.33,2.57,False
8.5,14.72,83.59,105.34,188.93,2623.25,0.3,6.35,True
7.93,9.76,0.0,192.42,192.42,2473.09,0.3,7.34,False
7.31,19.66,0.0,135.95,135.95,3007.23,0.31,6.27,False
8.33,22.11,149.94,18.8,168.74,2585.39,0.27,6.62,False
7.97,20.65,0.0,113.5,113.5,5551.84,0.29,3.79,False
7.82,18.14,0.0,131.52,131.52,4259.5,0.27,6.37,True
8.03,11.73,0.0,125.58,125.58,4894.25,0.29,7.04,True
7.96,21.26,0.0,100.67,100.67,3158.39,0.3,5.9,False
7.98,11.42,0.0,127.89,127.89,1259.52,0.33,4.91,True
7.91,10.24,0.0,185.57,185.57,3356.75,0.33,6.76,True
8.14,16.29,0.0,154.1,154.1,2261.61,0.28,5.85,True
8.44,11.65,164.9,16.65,181.55,1394.49,0.31,4.11,True
8.84,19.92,189.13,10.02,199.15,2702.33,0.29,7.62,False
8.79,22.63,174.48,8.05,182.53,2969.32,0.29,2.32,False
7.8,14.37,0.0,166.31,166.31,1762.07,0.27,7.77,True
7.39,11.66,0.0,170.53,170.53,2041.33,0.27,6.94,False
7.93,10.7,0.0,136.45,136.45,4199.83,0.29,7.37,True
8.9,24.35,177.29,3.0,180.29,1315.21,0.28,4.31,False
7.62,15.09,0.0,198.2,198.2,2340.35,0.28,5.33,True
8.28,20.44,19.75,5.99,25.740000000000002,3195.23,0.3,6.9,False
8.16,15.37,0.0,118.52,118.52,3694.99,0.27,6.86,True
8.4,21.81,77.89,95.06,172.95,1159.44,0.28,7.88,False
8.23,8.31,49.16,138.2,187.35999999999999,3206.82,0.3,5.68,False
8.03,24.84,0.0,103.57,103.57,3811.64,0.27,4.52,False
8.71,7.6,44.47,2.15,46.62,4968.22,0.3,5.61,False
7.79,11.82,0.0,170.23,170.23,1899.53,0.33,6.59,True
8.16,6.75,0.0,193.48,193.48,5179.59,0.32,5.5,False
8.04,18.51,0.0,185.37,185.37,2885.97,0.28,2.09,False
8.27,11.77,131.73,4.94,136.67,2097.76,0.28,6.55,True
8.25,13.59,163.32,20.71,184.03,2975.28,0.3,7.23,True
8.87,9.61,144.63,3.59,148.22,3928.99,0.26,4.32,False
7.18,23.87,0.0,143.17,143.17,3907.93,0.32,4.21,False
7.39,11.66,0.0,139.15,139.15,1408.85,0.29,2.01,False
7.45,17.02,0.0,173.61,173.61,4694.66,0.3,4.17,False
7.57,21.68,0.0,105.29,105.29,1113.08,0.33,7.98,False
7.63,12.73,0.0,114.88,114.88,595.26,0.27,6.63,False
8.46,19.81,115.52,52.22,167.74,3389.93,0.28,7.91,True
8.25,18.65,96.07,12.6,108.66999999999999,2006.89,0.25,7.44,True
7.58,11.88,0.0,109.29,109.29,3145.37,0.33,3.36,False
7.71,19.27,0.0,118.49,118.49,3050.03,0.29,6.61,True
8.03,18.83,0.0,185.26,185.26,1376.05,0.27,7.02,True
8.57,14.89,167.75,28.38,196.13,915.03,0.27,7.66,False
7.53,19.03,0.0,105.27,105.27,2053.17,0.32,7.58,True
7.92,13.78,0.0,175.84,175.84,4731.08,0.27,5.15,True
8.0,13.91,0.0,188.37,188.37,1380.17,0.32,4.81,True
7.46,18.64,0.0,140.77,140.77,3473.21,0.31,3.95,False
7.93,16.49,0.0,102.54,102.54,1537.49,0.31,7.89,True
8.42,10.62,148.67,4.12,152.79,2395.14,0.27,4.67,True
8.19,24.56,0.0,150.5,150.5,3055.42,0.27,7.34,False
8.13,8.1,0.0,110.03,110.03,1938.3,0.33,6.27,False
7.43,24.42,0.0,184.3,184.3,1772.18,0.27,5.13,False
8.49,12.04,148.61,23.83,172.44,1913.81,0.27,5.69,True
7.67,12.54,0.0,108.03,108.03,4381.14,0.29,5.02,True
8.22,11.89,176.41,18.19,194.6,1791.08,0.33,7.83,True
8.38,13.4,168.98,27.95,196.92999999999998,2680.66,0.26,5.91,True
8.33,18.4,57.35,56.15,113.5,3939.51,0.25,4.11,True
7.27,10.65,0.0,104.22,104.22,3410.58,0.29,5.82,False
7.39,13.05,0.0,161.97,161.97,5526.13,0.27,2.85,False
7.19,8.97,0.0,130.85,130.85,861.51,0.26,3.04,False
8.24,15.99,34.5,68.36,102.86,4228.37,0.27,5.28,True
8.26,21.17,139.39,23.29,162.67999999999998,3370.66,0.26,7.71,False
8.47,14.54,29.65,92.43,122.08000000000001,1658.85,0.26,6.75,True
7.68,10.68,0.0,148.19,148.19,3306.16,0.26,5.99,True
7.53,11.92,0.0,178.74,178.74,2213.89,0.26,7.36,True
7.76,11.85,0.0,168.3,168.3,3509.85,0.33,4.16,True
7.8,11.69,0.0,114.01,114.01,1385.98,0.27,6.23,True
8.16,12.82,0.0,144.98,144.98,1248.38,0.3,4.98,True
7.93,16.22,0.0,198.7,198.7,2899.84,0.26,5.4,True
7.71,11.44,0.0,134.27,134.27,4438.88,0.3,5.83,True
8.88,18.93,128.79,60.55,189.33999999999997,4385.01,0.31,4.21,False
8.26,17.58,155.57,20.71,176.28,2827.55,0.28,6.31,True
8.85,19.05,44.28,29.7,73.98,1939.78,0.27,5.32,False
8.3,15.99,134.49,52.93,187.42000000000002,2977.57,0.31,6.1,True
8.29,18.92,55.93,94.27,150.2,1622.24,0.29,7.77,True
7.92,13.52,0.0,131.28,131.28,1272.8,0.29,6.09,True
7.71,18.28,0.0,178.52,178.52,1810.37,0.26,6.96,True
7.53,17.55,0.0,170.61,170.61,4349.13,0.27,4.4,True
8.38,16.67,160.37,34.2,194.57,1136.88,0.32,4.28,True
7.33,10.31,0.0,197.72,197.72,1760.19,0.28,7.68,False
7.64,9.56,0.0,152.15,152.15,5068.21,0.29,7.84,False
8.37,12.3,174.41,16.96,191.37,2849.94,0.3,7.98,True
8.93,19.46,81.64,13.5,95.14,1381.44,0.31,7.97,False
8.31,16.48,123.91,38.24,162.15,2335.31,0.26,6.68,True
8.85,20.01,173.58,10.2,183.78,4652.28,0.31,5.79,False
7.53,16.67,0.0,149.44,149.44,2815.53,0.33,6.31,True
8.26,10.44,176.35,2.19,178.54,1151.35,0.26,2.81,False
7.77,12.99,0.0,115.78,115.78,2916.14,0.31,4.48,True
8.53,15.19,36.24,17.41,53.650000000000006,1539.73,0.3,5.97,False
7.75,13.53,0.0,180.79,180.79,1005.74,0.25,4.83,True
7.59,13.06,0.0,199.81,199.81,5826.29,0.28,5.11,False
7.68,20.04,0.0,139.34,139.34,2852.44,0.26,2.96,False
7.56,18.11,0.0,164.01,164.01,2589.09,0.31,6.44,True
8.24,13.53,155.93,9.37,165.3,1176.1,0.33,6.69,True
7.02,16.77,0.0,158.39,158.39,4668.01,0.33,2.22,False
8.45,13.64,164.27,8.9,173.17000000000002,4581.56,0.3,7.04,True
7.64,9.49,0.0,171.01,171.01,1669.18,0.32,6.64,False
8.14,19.3,0.0,108.53,108.53,2395.1,0.32,4.61,True
8.1,18.54,0.0,164.16,164.16,4786.58,0.26,7.22,True
8.46,14.37,104.22,62.12,166.34,5566.99,0.29,2.18,False
8.67,19.04,73.12,57.69,130.81,4513.54,0.31,3.29,False
8.56,15.26,184.27,8.7,192.97,3203.04,0.3,6.37,False
8.2,14.56,67.62,102.49,170.11,3329.62,0.32,4.33,True
8.4,11.01,193.59,3.7,197.29,1354.05,0.26,5.05,True
8.74,11.07,63.22,92.32,155.54,4230.14,0.28,5.31,False
7.4,17.19,0.0,115.77,115.77,4467.82,0.33,3.9,False
7.65,15.74,0.0,193.52,193.52,2111.26,0.32,5.46,True
7.62,15.07,0.0,118.45,118.45,2124.55,0.25,7.66,True
7.96,18.21,0.0,135.7,135.7,2334.27,0.33,7.38,True
7.08,8.55,0.0,120.69,120.69,1224.97,0.29,3.96,False
7.67,17.14,0.0,187.71,187.71,3124.18,0.32,5.3,True
7.34,14.72,0.0,101.69,101.69,770.24,0.32,2.73,False
8.41,18.22,85.06,65.87,150.93,3816.78,0.28,6.17,True
7.29,14.32,0.0,154.09,154.09,2146.04,0.3,6.32,False
7.11,14.04,0.0,120.38,120.38,4833.09,0.27,3.37,False
7.65,15.49,0.0,145.33,145.33,3010.9,0.26,6.17,True
8.37,23.58,30.24,24.85,55.09,1693.06,0.32,2.56,False
7.57,13.68,0.0,169.01,169.01,3553.46,0.3,4.94,True
8.72,16.09,62.72,62.52,125.24000000000001,2201.79,0.3,2.15,False
7.17,7.19,0.0,137.62,137.62,5136.72,0.28,6.9,False
8.22,17.81,126.37,70.51,196.88,4827.02,0.31,4.34,True
8.12,16.04,0.0,108.15,108.15,4050.66,0.29,5.67,True
8.14,17.93,0.0,144.62,144.62,3819.64,0.28,4.89,True
7.57,17.98,0.0,192.15,192.15,2805.27,0.26,4.82,True
8.31,11.18,70.47,68.24,138.70999999999998,4334.1,0.3,6.37,True
7.64,10.18,0.0,129.33,129.33,3428.65,0.33,7.28,True
7.12,18.77,0.0,109.13,109.13,3271.78,0.3,4.43,False
8.01,23.51,0.0,169.81,169.81,5919.84,0.33,3.96,False
8.34,12.79,161.56,9.54,171.1,3978.76,0.29,4.26,True
7.86,13.99,0.0,169.32,169.32,2362.42,0.29,2.43,False
7.76,19.5,0.0,163.9,163.9,1884.98,0.31,6.34,True
7.77,21.94,0.0,117.66,117.66,1648.72,0.33,6.44,False
8.97,22.39,192.35,4.91,197.26,5114.65,0.27,2.22,False
8.24,12.41,40.27,139.34,179.61,4987.01,0.29,5.9,True
8.27,15.33,144.32,24.5,168.82,4443.17,0.25,4.65,True
8.71,8.78,112.84,20.71,133.55,5808.15,0.3,4.72,False
7.45,16.92,0.0,163.41,163.41,1687.31,0.26,3.39,False
7.95,22.74,0.0,151.94,151.94,3532.41,0.33,6.51,False
7.61,12.97,0.0,144.53,144.53,3037.24,0.32,5.3,True
8.0,19.11,0.0,197.73,197.73,1362.93,0.31,4.98,True
7.91,8.19,0.0,119.99,119.99,755.97,0.26,7.46,False
7.43,13.94,0.0,147.69,147.69,2032.19,0.27,3.57,False
8.08,19.28,0.0,110.74,110.74,2882.17,0.33,7.98,True
7.91,14.42,0.0,170.16,170.16,1279.04,0.3,7.41,True
8.32,10.68,110.24,22.12,132.35999999999999,4397.58,0.26,4.66,True
7.25,19.1,0.0,119.33,119.33,972.55,0.32,7.77,False
8.24,13.43,106.51,14.65,121.16000000000001,3295.18,0.27,7.34,True
8.99,17.16,1.58,62.95,64.53,559.15,0.33,4.98,False
7.59,12.33,0.0,142.11,142.11,2962.53,0.28,4.53,True
8.35,10.8,110.18,4.72,114.9,1414.26,0.31,4.6,True
7.5,15.0,0.0,112.91,112.91,4911.77,0.31,6.43,True
8.76,8.64,156.25,38.24,194.49,1620.89,0.29,2.61,False
8.31,17.58,168.7,22.39,191.08999999999997,1128.52,0.27,4.43,True
8.39,21.32,117.14,67.3,184.44,1247.85,0.27,7.37,False
8.06,18.53,0.0,103.07,103.07,2535.42,0.27,5.96,True
7.94,17.22,0.0,127.8,127.8,3830.82,0.33,4.25,True
8.32,11.34,139.26,46.35,185.60999999999999,2996.34,0.33,4.26,True
7.42,16.4,0.0,132.96,132.96,3263.11,0.3,7.06,False
8.03,21.48,0.0,128.72,128.72,2156.13,0.26,2.05,False
7.27,23.5,0.0,139.95,139.95,5943.86,0.32,4.03,False
8.79,11.86,37.5,61.46,98.96000000000001,4225.39,0.31,4.95,False
